doc1,doc2,relations,detail
69,213,1,['P279']
165,213,1,['P279']
168,213,1,['P279']
184,213,1,['P279']
185,213,1,['P279']
187,213,1,['P279']
188,213,1,['P279']
203,213,1,['P279']
205,213,1,['P279']
226,213,1,['P279']
228,213,1,['P279']
229,213,1,['P279']
230,213,1,['P279']
231,213,1,['P279']
232,213,1,['P279']
233,213,1,['P279']
236,213,1,['P279']
237,213,1,['P279']
238,213,1,['P279']
295,213,1,['P279']
1,214,3,"['P361', 'P460', 'P527']"
2,214,2,"['P361', 'P527']"
5,214,3,"['P361', 'P460', 'P527']"
6,214,3,"['P361', 'P460', 'P527']"
8,214,2,"['P361', 'P527']"
10,214,2,"['P361', 'P527']"
11,214,2,"['P361', 'P527']"
12,214,2,"['P361', 'P527']"
14,214,3,"['P361', 'P460', 'P527']"
15,214,2,"['P361', 'P527']"
19,214,2,"['P361', 'P527']"
26,214,3,"['P361', 'P460', 'P527']"
27,214,2,"['P361', 'P527']"
35,214,2,"['P361', 'P527']"
37,214,4,"['P361', 'P460', 'P460', 'P527']"
39,214,3,"['P361', 'P460', 'P527']"
40,214,3,"['P361', 'P527', 'P361']"
46,214,5,"['P361', 'P460', 'P279', 'P527', 'P31']"
50,214,2,"['P361', 'P527']"
53,214,2,"['P361', 'P527']"
56,214,3,"['P361', 'P460', 'P527']"
59,214,2,"['P361', 'P527']"
70,214,2,"['P361', 'P527']"
83,214,2,"['P361', 'P527']"
84,214,2,"['P361', 'P527']"
87,214,2,"['P361', 'P527']"
88,214,2,"['P361', 'P527']"
90,214,2,"['P361', 'P527']"
92,214,2,"['P361', 'P527']"
94,214,3,"['P361', 'P527', 'P279']"
96,214,4,"['P361', 'P460', 'P460', 'P527']"
97,214,2,"['P361', 'P527']"
99,214,3,"['P361', 'P460', 'P527']"
102,214,2,"['P361', 'P527']"
103,214,4,"['P361', 'P460', 'P460', 'P527']"
105,214,2,"['P361', 'P527']"
106,214,3,"['P361', 'P460', 'P527']"
107,214,2,"['P361', 'P527']"
108,214,4,"['P361', 'P460', 'P527', 'P361']"
109,214,3,"['P361', 'P460', 'P527']"
111,214,3,"['P361', 'P527', 'P361']"
112,214,2,"['P361', 'P527']"
116,214,2,"['P361', 'P527']"
117,214,4,"['P361', 'P460', 'P527', 'P279']"
119,214,6,"['P361', 'P460', 'P460', 'P527', 'P361', 'P31']"
123,214,3,"['P361', 'P460', 'P527']"
125,214,3,"['P361', 'P460', 'P527']"
127,214,3,"['P361', 'P460', 'P527']"
132,214,5,"['P361', 'P460', 'P460', 'P527', 'P279']"
137,214,2,"['P361', 'P527']"
144,214,3,"['P361', 'P460', 'P527']"
145,214,3,"['P361', 'P460', 'P527']"
148,214,3,"['P361', 'P460', 'P527']"
149,214,2,"['P361', 'P527']"
157,214,3,"['P361', 'P460', 'P527']"
160,214,2,"['P361', 'P527']"
162,214,2,"['P361', 'P527']"
173,214,2,"['P361', 'P527']"
174,214,2,"['P361', 'P527']"
175,214,2,"['P361', 'P527']"
180,214,2,"['P361', 'P527']"
191,214,3,"['P361', 'P279', 'P527']"
193,214,3,"['P361', 'P460', 'P527']"
203,214,2,"['P361', 'P527']"
204,214,2,"['P361', 'P527']"
213,214,3,"['P361', 'P460', 'P527']"
221,214,3,"['P361', 'P460', 'P527']"
223,214,2,"['P361', 'P527']"
233,214,3,"['P361', 'P460', 'P527']"
245,214,5,"['P361', 'P460', 'P460', 'P527', 'P361']"
246,214,2,"['P361', 'P527']"
251,214,2,"['P361', 'P527']"
252,214,2,"['P361', 'P527']"
255,214,2,"['P361', 'P527']"
258,214,2,"['P361', 'P527']"
260,214,2,"['P361', 'P527']"
262,214,4,"['P361', 'P460', 'P460', 'P527']"
270,214,2,"['P361', 'P527']"
273,214,3,"['P361', 'P460', 'P527']"
275,214,2,"['P361', 'P527']"
287,214,2,"['P361', 'P527']"
291,214,2,"['P361', 'P527']"
295,214,2,"['P361', 'P527']"
298,214,2,"['P361', 'P527']"
0,214,1,['P460']
24,214,1,['P460']
34,214,1,['P460']
41,214,2,"['P460', 'P460']"
43,214,1,['P460']
48,214,1,['P460']
55,214,1,['P460']
57,214,1,['P460']
58,214,1,['P460']
61,214,1,['P460']
62,214,1,['P460']
74,214,1,['P460']
78,214,1,['P460']
86,214,1,['P460']
89,214,2,"['P460', 'P361']"
93,214,2,"['P460', 'P460']"
100,214,2,"['P460', 'P460']"
118,214,1,['P460']
121,214,1,['P460']
122,214,1,['P460']
124,214,1,['P460']
134,214,1,['P460']
139,214,1,['P460']
147,214,1,['P460']
152,214,1,['P460']
154,214,1,['P460']
155,214,1,['P460']
169,214,1,['P460']
170,214,2,"['P460', 'P460']"
177,214,2,"['P460', 'P361']"
178,214,1,['P460']
181,214,1,['P460']
198,214,1,['P460']
206,214,1,['P460']
207,214,3,"['P460', 'P460', 'P361']"
209,214,1,['P460']
212,214,1,['P460']
222,214,1,['P460']
224,214,1,['P460']
241,214,1,['P460']
249,214,1,['P460']
253,214,1,['P460']
254,214,1,['P460']
259,214,1,['P460']
264,214,1,['P460']
266,214,1,['P460']
267,214,1,['P460']
269,214,2,"['P460', 'P361']"
283,214,1,['P460']
286,214,2,"['P460', 'P460']"
288,214,1,['P460']
289,214,1,['P460']
294,214,1,['P460']
296,214,1,['P460']
20,214,1,['P361']
91,214,1,['P361']
98,214,1,['P361']
115,214,1,['P361']
285,214,1,['P361']
114,214,1,['P279']
126,214,1,['P279']
123,217,2,"['P279', 'P361']"
240,217,2,"['P279', 'P361']"
277,217,2,"['P279', 'P361']"
278,217,2,"['P279', 'P361']"
1,219,2,"['P361', 'P527']"
2,219,2,"['P361', 'P527']"
5,219,2,"['P361', 'P527']"
6,219,2,"['P361', 'P527']"
8,219,2,"['P361', 'P527']"
10,219,2,"['P361', 'P527']"
11,219,2,"['P361', 'P527']"
12,219,2,"['P361', 'P527']"
14,219,2,"['P361', 'P527']"
15,219,2,"['P361', 'P527']"
19,219,2,"['P361', 'P527']"
26,219,2,"['P361', 'P527']"
27,219,2,"['P361', 'P527']"
35,219,2,"['P361', 'P527']"
37,219,2,"['P361', 'P527']"
39,219,2,"['P361', 'P527']"
40,219,3,"['P361', 'P527', 'P361']"
46,219,2,"['P361', 'P527']"
50,219,2,"['P361', 'P527']"
53,219,2,"['P361', 'P527']"
56,219,2,"['P361', 'P527']"
59,219,2,"['P361', 'P527']"
70,219,2,"['P361', 'P527']"
83,219,2,"['P361', 'P527']"
84,219,2,"['P361', 'P527']"
87,219,2,"['P361', 'P527']"
88,219,2,"['P361', 'P527']"
90,219,2,"['P361', 'P527']"
92,219,2,"['P361', 'P527']"
94,219,2,"['P361', 'P527']"
96,219,2,"['P361', 'P527']"
97,219,2,"['P361', 'P527']"
99,219,2,"['P361', 'P527']"
102,219,2,"['P361', 'P527']"
103,219,2,"['P361', 'P527']"
105,219,2,"['P361', 'P527']"
106,219,2,"['P361', 'P527']"
107,219,2,"['P361', 'P527']"
108,219,3,"['P361', 'P527', 'P361']"
109,219,2,"['P361', 'P527']"
111,219,3,"['P361', 'P527', 'P361']"
112,219,2,"['P361', 'P527']"
116,219,2,"['P361', 'P527']"
117,219,2,"['P361', 'P527']"
119,219,3,"['P361', 'P527', 'P361']"
123,219,2,"['P361', 'P527']"
125,219,2,"['P361', 'P527']"
127,219,2,"['P361', 'P527']"
132,219,2,"['P361', 'P527']"
137,219,2,"['P361', 'P527']"
144,219,2,"['P361', 'P527']"
145,219,2,"['P361', 'P527']"
148,219,2,"['P361', 'P527']"
149,219,2,"['P361', 'P527']"
157,219,2,"['P361', 'P527']"
160,219,2,"['P361', 'P527']"
162,219,2,"['P361', 'P527']"
173,219,2,"['P361', 'P527']"
174,219,2,"['P361', 'P527']"
175,219,2,"['P361', 'P527']"
180,219,2,"['P361', 'P527']"
191,219,2,"['P361', 'P527']"
193,219,2,"['P361', 'P527']"
203,219,2,"['P361', 'P527']"
204,219,2,"['P361', 'P527']"
213,219,2,"['P361', 'P527']"
221,219,2,"['P361', 'P527']"
223,219,2,"['P361', 'P527']"
233,219,2,"['P361', 'P527']"
245,219,3,"['P361', 'P527', 'P361']"
246,219,2,"['P361', 'P527']"
251,219,2,"['P361', 'P527']"
252,219,2,"['P361', 'P527']"
255,219,2,"['P361', 'P527']"
258,219,2,"['P361', 'P527']"
260,219,2,"['P361', 'P527']"
262,219,2,"['P361', 'P527']"
270,219,2,"['P361', 'P527']"
273,219,2,"['P361', 'P527']"
275,219,2,"['P361', 'P527']"
287,219,2,"['P361', 'P527']"
291,219,2,"['P361', 'P527']"
295,219,2,"['P361', 'P527']"
298,219,2,"['P361', 'P527']"
20,219,1,['P361']
89,219,1,['P361']
91,219,1,['P361']
98,219,1,['P361']
115,219,1,['P361']
177,219,1,['P361']
207,219,1,['P361']
269,219,1,['P361']
285,219,1,['P361']
46,221,3,"['P279', 'P527', 'P361']"
191,221,1,['P279']
8,221,1,['P460']
37,221,1,['P460']
99,221,1,['P460']
103,221,1,['P460']
106,221,1,['P460']
108,221,3,"['P460', 'P527', 'P361']"
109,221,1,['P460']
123,221,2,"['P460', 'P180']"
169,221,1,['P460']
175,221,1,['P460']
181,221,1,['P460']
193,221,1,['P460']
207,221,1,['P460']
214,221,3,"['P460', 'P527', 'P361']"
244,221,1,['P460']
254,221,1,['P460']
262,221,1,['P460']
288,221,1,['P460']
240,221,1,['P180']
277,221,1,['P180']
278,221,1,['P180']
6,221,2,"['P527', 'P361']"
13,221,2,"['P527', 'P361']"
15,221,2,"['P527', 'P361']"
19,221,2,"['P527', 'P361']"
41,221,2,"['P527', 'P361']"
55,221,4,"['P527', 'P279', 'P361', 'P31']"
56,221,2,"['P527', 'P361']"
89,221,2,"['P527', 'P361']"
90,221,2,"['P527', 'P361']"
91,221,2,"['P527', 'P361']"
92,221,2,"['P527', 'P361']"
95,221,2,"['P527', 'P361']"
98,221,3,"['P527', 'P361', 'P31']"
111,221,3,"['P527', 'P361', 'P31']"
112,221,2,"['P527', 'P361']"
139,221,2,"['P527', 'P361']"
145,221,2,"['P527', 'P361']"
172,221,2,"['P527', 'P361']"
177,221,2,"['P527', 'P361']"
196,221,2,"['P527', 'P361']"
219,221,2,"['P527', 'P361']"
222,221,2,"['P527', 'P361']"
280,221,2,"['P527', 'P361']"
281,221,2,"['P527', 'P361']"
296,221,3,"['P527', 'P361', 'P31']"
87,221,1,['P279']
247,221,2,"['P279', 'P31']"
5,221,1,['P361']
233,221,1,['P361']
267,221,1,['P361']
279,221,1,['P361']
110,221,1,['P31']
174,221,1,['P31']
180,221,1,['P31']
251,221,1,['P31']
46,222,3,"['P279', 'P361', 'P527']"
191,222,3,"['P279', 'P361', 'P527']"
8,222,3,"['P460', 'P361', 'P527']"
37,222,3,"['P460', 'P361', 'P527']"
99,222,3,"['P460', 'P361', 'P527']"
103,222,3,"['P460', 'P361', 'P527']"
106,222,3,"['P460', 'P361', 'P527']"
108,222,4,"['P460', 'P361', 'P527', 'P361']"
109,222,3,"['P460', 'P361', 'P527']"
123,222,3,"['P460', 'P361', 'P527']"
169,222,1,['P460']
175,222,3,"['P460', 'P361', 'P527']"
181,222,1,['P460']
193,222,3,"['P460', 'P361', 'P527']"
207,222,2,"['P460', 'P361']"
214,222,1,['P460']
244,222,1,['P460']
254,222,1,['P460']
262,222,3,"['P460', 'P361', 'P527']"
288,222,1,['P460']
1,222,2,"['P361', 'P527']"
2,222,2,"['P361', 'P527']"
5,222,2,"['P361', 'P527']"
6,222,2,"['P361', 'P527']"
10,222,2,"['P361', 'P527']"
11,222,2,"['P361', 'P527']"
12,222,2,"['P361', 'P527']"
14,222,2,"['P361', 'P527']"
15,222,2,"['P361', 'P527']"
19,222,2,"['P361', 'P527']"
26,222,2,"['P361', 'P527']"
27,222,2,"['P361', 'P527']"
35,222,2,"['P361', 'P527']"
39,222,2,"['P361', 'P527']"
40,222,3,"['P361', 'P527', 'P361']"
50,222,2,"['P361', 'P527']"
53,222,2,"['P361', 'P527']"
56,222,2,"['P361', 'P527']"
59,222,2,"['P361', 'P527']"
70,222,2,"['P361', 'P527']"
83,222,2,"['P361', 'P527']"
84,222,2,"['P361', 'P527']"
87,222,2,"['P361', 'P527']"
88,222,2,"['P361', 'P527']"
90,222,2,"['P361', 'P527']"
92,222,2,"['P361', 'P527']"
94,222,2,"['P361', 'P527']"
96,222,2,"['P361', 'P527']"
97,222,2,"['P361', 'P527']"
102,222,2,"['P361', 'P527']"
105,222,2,"['P361', 'P527']"
107,222,2,"['P361', 'P527']"
111,222,3,"['P361', 'P527', 'P361']"
112,222,2,"['P361', 'P527']"
116,222,2,"['P361', 'P527']"
117,222,2,"['P361', 'P527']"
119,222,3,"['P361', 'P527', 'P361']"
125,222,2,"['P361', 'P527']"
127,222,2,"['P361', 'P527']"
132,222,2,"['P361', 'P527']"
137,222,2,"['P361', 'P527']"
144,222,2,"['P361', 'P527']"
145,222,2,"['P361', 'P527']"
148,222,2,"['P361', 'P527']"
149,222,2,"['P361', 'P527']"
157,222,2,"['P361', 'P527']"
160,222,2,"['P361', 'P527']"
162,222,2,"['P361', 'P527']"
173,222,2,"['P361', 'P527']"
174,222,2,"['P361', 'P527']"
180,222,2,"['P361', 'P527']"
203,222,2,"['P361', 'P527']"
204,222,2,"['P361', 'P527']"
213,222,2,"['P361', 'P527']"
221,222,2,"['P361', 'P527']"
223,222,2,"['P361', 'P527']"
233,222,2,"['P361', 'P527']"
245,222,3,"['P361', 'P527', 'P361']"
246,222,2,"['P361', 'P527']"
251,222,2,"['P361', 'P527']"
252,222,2,"['P361', 'P527']"
255,222,2,"['P361', 'P527']"
258,222,2,"['P361', 'P527']"
260,222,2,"['P361', 'P527']"
270,222,2,"['P361', 'P527']"
273,222,2,"['P361', 'P527']"
275,222,2,"['P361', 'P527']"
287,222,2,"['P361', 'P527']"
291,222,2,"['P361', 'P527']"
295,222,2,"['P361', 'P527']"
298,222,2,"['P361', 'P527']"
20,222,1,['P361']
89,222,1,['P361']
91,222,1,['P361']
98,222,1,['P361']
115,222,1,['P361']
177,222,1,['P361']
269,222,1,['P361']
285,222,1,['P361']
6,223,2,"['P527', 'P361']"
13,223,2,"['P527', 'P361']"
15,223,2,"['P527', 'P361']"
19,223,2,"['P527', 'P361']"
41,223,2,"['P527', 'P361']"
46,223,2,"['P527', 'P361']"
55,223,2,"['P527', 'P361']"
56,223,2,"['P527', 'P361']"
89,223,2,"['P527', 'P361']"
90,223,2,"['P527', 'P361']"
91,223,2,"['P527', 'P361']"
92,223,2,"['P527', 'P361']"
95,223,2,"['P527', 'P361']"
98,223,2,"['P527', 'P361']"
108,223,2,"['P527', 'P361']"
111,223,2,"['P527', 'P361']"
112,223,2,"['P527', 'P361']"
139,223,2,"['P527', 'P361']"
145,223,2,"['P527', 'P361']"
172,223,2,"['P527', 'P361']"
177,223,2,"['P527', 'P361']"
196,223,2,"['P527', 'P361']"
214,223,2,"['P527', 'P361']"
219,223,2,"['P527', 'P361']"
222,223,2,"['P527', 'P361']"
280,223,2,"['P527', 'P361']"
281,223,2,"['P527', 'P361']"
296,223,2,"['P527', 'P361']"
46,224,1,['P279']
191,224,1,['P279']
8,224,1,['P460']
37,224,1,['P460']
99,224,1,['P460']
103,224,1,['P460']
106,224,1,['P460']
108,224,1,['P460']
109,224,1,['P460']
123,224,1,['P460']
169,224,1,['P460']
175,224,1,['P460']
181,224,1,['P460']
193,224,1,['P460']
207,224,1,['P460']
214,224,1,['P460']
244,224,1,['P460']
254,224,1,['P460']
262,224,1,['P460']
288,224,1,['P460']
46,226,1,['P279']
191,226,1,['P279']
19,226,1,['P279']
39,226,1,['P279']
56,226,1,['P279']
80,226,1,['P279']
84,226,1,['P279']
90,226,1,['P279']
92,226,1,['P279']
118,226,1,['P279']
144,226,1,['P279']
145,226,1,['P279']
205,226,1,['P279']
213,226,1,['P279']
93,226,1,['P279']
262,226,1,['P279']
19,228,1,['P279']
39,228,1,['P279']
56,228,1,['P279']
80,228,1,['P279']
84,228,1,['P279']
90,228,1,['P279']
92,228,1,['P279']
118,228,1,['P279']
144,228,1,['P279']
145,228,1,['P279']
205,228,1,['P279']
213,228,1,['P279']
19,229,1,['P279']
39,229,1,['P279']
56,229,1,['P279']
80,229,1,['P279']
84,229,1,['P279']
90,229,1,['P279']
92,229,1,['P279']
118,229,1,['P279']
144,229,1,['P279']
145,229,1,['P279']
205,229,1,['P279']
213,229,1,['P279']
19,230,1,['P279']
39,230,1,['P279']
56,230,1,['P279']
80,230,1,['P279']
84,230,1,['P279']
90,230,1,['P279']
92,230,1,['P279']
118,230,1,['P279']
144,230,1,['P279']
145,230,1,['P279']
205,230,1,['P279']
213,230,1,['P279']
19,231,1,['P279']
39,231,1,['P279']
56,231,1,['P279']
80,231,1,['P279']
84,231,1,['P279']
90,231,1,['P279']
92,231,1,['P279']
118,231,1,['P279']
144,231,1,['P279']
145,231,1,['P279']
205,231,1,['P279']
213,231,1,['P279']
19,232,1,['P279']
39,232,1,['P279']
56,232,1,['P279']
80,232,1,['P279']
84,232,1,['P279']
90,232,1,['P279']
92,232,1,['P279']
118,232,1,['P279']
144,232,1,['P279']
145,232,1,['P279']
205,232,1,['P279']
213,232,1,['P279']
46,233,3,"['P279', 'P527', 'P361']"
191,233,1,['P279']
8,233,1,['P460']
37,233,2,"['P460', 'P460']"
99,233,1,['P460']
103,233,1,['P460']
106,233,1,['P460']
108,233,3,"['P460', 'P527', 'P361']"
109,233,1,['P460']
123,233,1,['P460']
169,233,1,['P460']
175,233,1,['P460']
181,233,1,['P460']
193,233,1,['P460']
207,233,1,['P460']
214,233,3,"['P460', 'P527', 'P361']"
244,233,1,['P460']
254,233,1,['P460']
262,233,1,['P460']
288,233,1,['P460']
6,233,2,"['P527', 'P361']"
13,233,2,"['P527', 'P361']"
15,233,5,"['P527', 'P461', 'P1269', 'P279', 'P361']"
19,233,3,"['P527', 'P361', 'P279']"
41,233,2,"['P527', 'P361']"
55,233,2,"['P527', 'P361']"
56,233,3,"['P527', 'P361', 'P279']"
89,233,2,"['P527', 'P361']"
90,233,7,"['P527', 'P461', 'P1269', 'P279', 'P460', 'P361', 'P279']"
91,233,2,"['P527', 'P361']"
92,233,4,"['P527', 'P361', 'P279', 'P361']"
95,233,4,"['P527', 'P1269', 'P279', 'P361']"
98,233,2,"['P527', 'P361']"
111,233,4,"['P527', 'P461', 'P460', 'P361']"
112,233,2,"['P527', 'P361']"
139,233,2,"['P527', 'P361']"
145,233,3,"['P527', 'P361', 'P279']"
172,233,2,"['P527', 'P361']"
177,233,2,"['P527', 'P361']"
196,233,4,"['P527', 'P1269', 'P279', 'P361']"
219,233,2,"['P527', 'P361']"
222,233,2,"['P527', 'P361']"
280,233,2,"['P527', 'P361']"
281,233,2,"['P527', 'P361']"
296,233,2,"['P527', 'P361']"
97,233,1,['P461']
116,233,1,['P461']
174,233,1,['P461']
180,233,1,['P461']
250,233,2,"['P1269', 'P279']"
14,233,1,['P460']
49,233,1,['P460']
87,233,1,['P460']
107,233,1,['P460']
113,233,1,['P460']
240,233,1,['P460']
297,233,1,['P460']
39,233,1,['P279']
80,233,1,['P279']
84,233,1,['P279']
118,233,1,['P279']
144,233,1,['P279']
205,233,1,['P279']
213,233,1,['P279']
142,233,1,['P361']
221,233,1,['P361']
19,236,1,['P279']
39,236,1,['P279']
56,236,1,['P279']
80,236,1,['P279']
84,236,1,['P279']
90,236,1,['P279']
92,236,1,['P279']
118,236,1,['P279']
144,236,1,['P279']
145,236,1,['P279']
205,236,1,['P279']
213,236,1,['P279']
19,237,1,['P279']
39,237,1,['P279']
56,237,1,['P279']
80,237,1,['P279']
84,237,1,['P279']
90,237,1,['P279']
92,237,1,['P279']
118,237,1,['P279']
144,237,1,['P279']
145,237,1,['P279']
205,237,1,['P279']
213,237,1,['P279']
19,238,1,['P279']
39,238,1,['P279']
56,238,1,['P279']
80,238,1,['P279']
84,238,1,['P279']
90,238,1,['P279']
92,238,1,['P279']
118,238,1,['P279']
144,238,1,['P279']
145,238,1,['P279']
205,238,1,['P279']
213,238,1,['P279']
93,239,1,['P279']
107,239,1,['P279']
111,239,1,['P279']
160,239,1,['P279']
175,239,1,['P279']
182,239,1,['P279']
211,239,1,['P279']
246,239,1,['P279']
275,239,1,['P279']
287,239,1,['P279']
93,240,2,"['P279', 'P366']"
107,240,4,"['P279', 'P279', 'P361', 'P366']"
12,240,1,['P361']
15,240,2,"['P361', 'P180']"
87,240,1,['P361']
90,240,3,"['P361', 'P1889', 'P1382']"
111,240,5,"['P361', 'P361', 'P279', 'P361', 'P2670']"
117,240,1,['P361']
174,240,1,['P361']
180,240,1,['P361']
37,240,2,"['P460', 'P180']"
119,240,4,"['P460', 'P361', 'P180', 'P2670']"
123,240,1,['P460']
139,240,1,['P460']
233,240,1,['P460']
288,240,1,['P460']
20,240,2,"['P361', 'P2670']"
40,240,2,"['P361', 'P2670']"
89,240,2,"['P361', 'P2670']"
91,240,3,"['P361', 'P180', 'P2670']"
98,240,4,"['P361', 'P1889', 'P1382', 'P2670']"
108,240,2,"['P361', 'P2670']"
115,240,2,"['P361', 'P2670']"
177,240,2,"['P361', 'P2670']"
207,240,5,"['P361', 'P279', 'P361', 'P180', 'P2670']"
245,240,3,"['P361', 'P180', 'P2670']"
269,240,2,"['P361', 'P2670']"
285,240,2,"['P361', 'P2670']"
84,240,2,"['P1889', 'P1382']"
134,240,2,"['P2389', 'P180']"
1,240,3,"['P279', 'P361', 'P180']"
16,240,2,"['P279', 'P361']"
58,240,4,"['P279', 'P361', 'P180', 'P279']"
100,240,2,"['P279', 'P361']"
217,240,2,"['P279', 'P361']"
247,240,2,"['P279', 'P361']"
254,240,2,"['P279', 'P361']"
258,240,2,"['P279', 'P361']"
296,240,2,"['P279', 'P361']"
48,240,1,['P180']
61,240,1,['P180']
86,240,1,['P180']
99,240,1,['P180']
121,240,1,['P180']
127,240,1,['P180']
169,240,2,"['P180', 'P279']"
182,240,1,['P180']
193,240,1,['P180']
221,240,1,['P180']
249,240,1,['P180']
250,240,1,['P180']
253,240,1,['P180']
259,240,1,['P180']
260,240,1,['P180']
262,240,1,['P180']
293,240,1,['P180']
55,240,1,['P425']
103,240,1,['P425']
62,240,1,['P279']
124,240,1,['P279']
129,240,1,['P279']
151,240,1,['P279']
153,240,1,['P279']
277,240,1,['P279']
292,240,1,['P279']
46,241,1,['P279']
191,241,1,['P279']
8,241,1,['P460']
37,241,1,['P460']
99,241,1,['P460']
103,241,4,"['P460', 'P3095', 'P425', 'P425']"
106,241,1,['P460']
108,241,1,['P460']
109,241,1,['P460']
123,241,1,['P460']
169,241,3,"['P460', 'P279', 'P279']"
175,241,1,['P460']
181,241,1,['P460']
193,241,1,['P460']
207,241,1,['P460']
214,241,1,['P460']
244,241,1,['P460']
254,241,1,['P460']
262,241,4,"['P460', 'P3095', 'P279', 'P425']"
288,241,1,['P460']
12,241,1,['P361']
15,241,1,['P361']
87,241,2,"['P361', 'P279']"
90,241,1,['P361']
111,241,1,['P361']
117,241,1,['P361']
174,241,1,['P361']
180,241,1,['P361']
58,241,2,"['P279', 'P279']"
62,241,2,"['P279', 'P279']"
124,241,2,"['P279', 'P279']"
129,241,2,"['P279', 'P279']"
151,241,2,"['P279', 'P279']"
153,241,2,"['P279', 'P279']"
277,241,2,"['P279', 'P279']"
292,241,2,"['P279', 'P279']"
93,241,3,"['P3095', 'P425', 'P366']"
177,241,2,"['P3095', 'P425']"
245,241,2,"['P3095', 'P425']"
286,241,2,"['P3095', 'P425']"
55,241,2,"['P279', 'P425']"
107,241,1,['P366']
0,244,1,['P460']
1,244,1,['P460']
5,244,1,['P460']
6,244,1,['P460']
14,244,1,['P460']
24,244,1,['P460']
26,244,1,['P460']
34,244,1,['P460']
37,244,2,"['P460', 'P460']"
39,244,1,['P460']
41,244,2,"['P460', 'P460']"
43,244,1,['P460']
46,244,3,"['P460', 'P279', 'P31']"
48,244,1,['P460']
55,244,1,['P460']
56,244,1,['P460']
57,244,1,['P460']
58,244,1,['P460']
61,244,1,['P460']
62,244,1,['P460']
74,244,1,['P460']
78,244,1,['P460']
86,244,1,['P460']
89,244,1,['P460']
93,244,2,"['P460', 'P460']"
96,244,2,"['P460', 'P460']"
99,244,1,['P460']
100,244,2,"['P460', 'P460']"
103,244,2,"['P460', 'P460']"
106,244,1,['P460']
108,244,1,['P460']
109,244,1,['P460']
117,244,2,"['P460', 'P279']"
118,244,1,['P460']
119,244,3,"['P460', 'P460', 'P31']"
121,244,1,['P460']
122,244,1,['P460']
123,244,1,['P460']
124,244,1,['P460']
125,244,1,['P460']
127,244,1,['P460']
132,244,3,"['P460', 'P460', 'P279']"
134,244,1,['P460']
139,244,1,['P460']
144,244,1,['P460']
145,244,1,['P460']
147,244,1,['P460']
148,244,1,['P460']
152,244,1,['P460']
154,244,1,['P460']
155,244,1,['P460']
157,244,1,['P460']
169,244,1,['P460']
170,244,2,"['P460', 'P460']"
177,244,1,['P460']
178,244,1,['P460']
181,244,1,['P460']
193,244,1,['P460']
198,244,1,['P460']
206,244,1,['P460']
207,244,2,"['P460', 'P460']"
209,244,1,['P460']
212,244,1,['P460']
213,244,1,['P460']
221,244,1,['P460']
222,244,1,['P460']
224,244,1,['P460']
233,244,1,['P460']
241,244,1,['P460']
245,244,2,"['P460', 'P460']"
249,244,1,['P460']
253,244,1,['P460']
254,244,1,['P460']
259,244,1,['P460']
262,244,2,"['P460', 'P460']"
264,244,1,['P460']
266,244,1,['P460']
267,244,1,['P460']
269,244,1,['P460']
273,244,1,['P460']
283,244,1,['P460']
286,244,2,"['P460', 'P460']"
288,244,1,['P460']
289,244,1,['P460']
294,244,1,['P460']
296,244,1,['P460']
191,244,1,['P279']
94,244,1,['P279']
114,244,1,['P279']
126,244,1,['P279']
46,245,5,"['P279', 'P527', 'P1269', 'P361', 'P361']"
191,245,4,"['P279', 'P1269', 'P2670', 'P361']"
8,245,1,['P460']
37,245,1,['P460']
99,245,3,"['P460', 'P425', 'P3095']"
103,245,3,"['P460', 'P1382', 'P1382']"
106,245,1,['P460']
108,245,8,"['P460', 'P527', 'P361', 'P2670', 'P361', 'P361', 'P361', 'P2670']"
109,245,1,['P460']
123,245,7,"['P460', 'P180', 'P2670', 'P527', 'P1382', 'P361', 'P279']"
169,245,1,['P460']
175,245,4,"['P460', 'P425', 'P3095', 'P279']"
181,245,1,['P460']
193,245,3,"['P460', 'P425', 'P3095']"
207,245,8,"['P460', 'P361', 'P527', 'P425', 'P1382', 'P2670', 'P3095', 'P279']"
214,245,4,"['P460', 'P527', 'P361', 'P361']"
244,245,1,['P460']
254,245,1,['P460']
262,245,7,"['P460', 'P1382', 'P527', 'P425', 'P1382', 'P3095', 'P279']"
288,245,2,"['P460', 'P1382']"
93,245,3,"['P1382', 'P279', 'P1552']"
177,245,9,"['P1382', 'P527', 'P361', 'P361', 'P527', 'P1382', 'P361', 'P2670', 'P279']"
245,245,6,"['P1382', 'P361', 'P2670', 'P1382', 'P361', 'P2670']"
286,245,3,"['P1382', 'P425', 'P3095']"
240,245,3,"['P180', 'P2670', 'P361']"
277,245,1,['P180']
278,245,1,['P180']
6,245,3,"['P527', 'P361', 'P361']"
13,245,3,"['P527', 'P361', 'P361']"
15,245,3,"['P527', 'P361', 'P361']"
19,245,3,"['P527', 'P361', 'P361']"
41,245,5,"['P527', 'P361', 'P425', 'P361', 'P3095']"
55,245,4,"['P527', 'P361', 'P361', 'P31']"
56,245,3,"['P527', 'P361', 'P361']"
89,245,5,"['P527', 'P361', 'P361', 'P361', 'P2670']"
90,245,5,"['P527', 'P361', 'P425', 'P361', 'P3095']"
91,245,5,"['P527', 'P361', 'P361', 'P361', 'P2670']"
92,245,5,"['P527', 'P2670', 'P361', 'P361', 'P361']"
